calle,altura,latitud,longitud,ciudad_detectada,barrio,direccion_osm
Brown,891,-32.8593698,-60.7183451,Granadero Baigorria,San Miguel,"891, Almirante Brown, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Junín,2063,-32.8539428,-60.7200142,Granadero Baigorria,No especificado,"2063, Junín, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Suipacha,1754,-32.8572179,-60.7226176,Granadero Baigorria,No especificado,"1754, Suipacha, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Florencio,877,-32.9087333,-60.798568,Funes,Funes City,"877, Florencio Varela, Funes City, Zona 3, Funes, Municipio de Funes, Gran Rosario, Departamento Rosario, Santa Fe, S2132, Argentina"
Estanislao López,2129,-32.8534793,-60.7216643,Granadero Baigorria,No especificado,"2129, Estanislao López, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Catriel,850,-32.8562694,-60.7185554,Granadero Baigorria,No especificado,"850, Catriel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 12,2447,-32.8472062,-60.7133344,Granadero Baigorria,Los Robles,"2447, Calle 12, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Asunción,6268,-32.8636147,-60.7269704,Granadero Baigorria,Nuestra Señora de La Paz,"Asunción, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Eva Perón,1405,-32.8583409,-60.7125263,Granadero Baigorria,San Miguel,"Eva Perón, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Miguel Cané,1357,-32.8552538,-60.7255166,Granadero Baigorria,No especificado,"1357, Miguel Cane, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
José Hernández,1943,-32.8555213,-60.7222489,Granadero Baigorria,No especificado,"1943, José Hernández, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Paine,339,-32.8565209,-60.7154963,Granadero Baigorria,No especificado,"Paine, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Los Álamos,832,-33.0231695,-60.8614247,Zavalla,La Antonella,"Los Álamos, La Antonella, Zavalla, Municipio de Zavalla, Departamento Rosario, Santa Fe, S2123, Argentina"
La Paz,1400,-32.8712518,-60.7190993,Granadero Baigorria,No especificado,"La Paz, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 20,2136,-32.8487748,-60.7068992,Granadero Baigorria,Los Robles,"20, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Junín,1541,-32.8582505,-60.718563,Granadero Baigorria,No especificado,"1541, Junín, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Los Pinos,845,-32.8515984,-60.7034819,Granadero Baigorria,Los Pinos,"Los Pinos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Liniers,1787,-32.8560173,-60.7164443,Granadero Baigorria,No especificado,"1787, Liniers, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 12,2380,-32.8484881,-60.7129443,Granadero Baigorria,Los Robles,"2380, Calle 12, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
David Peña,17,-32.8782654,-60.6928064,Rosario,La Florida,"David Peña, La Florida, Celedonio Escalada, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
Jujuy,1815,-32.8376724,-60.7047243,Granadero Baigorria,Santa Rita,"Jujuy Pasage, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Namuncurá,933,-32.8554403,-60.7186713,Granadero Baigorria,No especificado,"933, Namuncurá, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Namuncurá,961,-32.8557593,-60.7202303,Granadero Baigorria,No especificado,"961, Namuncurá, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Baterías,971,-32.9360979,-60.6558219,Rosario,Alberto Olmedo,"Rapibat Baterias, Salta, Área Comercial Pichincha, Alberto Olmedo, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
Felipe Varela,1388,-32.8632559,-60.7239702,Granadero Baigorria,San Miguel,"Felipe Varela, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
La Cautiva,1363,-32.854526,-60.712589,Granadero Baigorria,Bon Vivant,"La Cautiva, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
La Cautiva,1339,-32.854526,-60.712589,Granadero Baigorria,Bon Vivant,"La Cautiva, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Francia,921,-32.8602312,-60.7193781,Granadero Baigorria,San Miguel,"Pasaje Francia, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Estanislao López,2073,-32.8542111,-60.7214049,Granadero Baigorria,No especificado,"2073, Estanislao López, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Díaz Vélez,1124,-32.8590172,-60.7219455,Granadero Baigorria,San Miguel,"Díaz Vélez bis, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Estanislao López,1950,-32.8554315,-60.720875,Granadero Baigorria,No especificado,"1950, Estanislao López, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 6,26,-32.8467597,-60.7080448,Granadero Baigorria,Los Robles,"Crucero General Belgrano, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Los Olivos,3251,-32.8388398,-60.7038306,Granadero Baigorria,Santa Rita,"3251, Los Olivos, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Italia,2040,-32.9594528,-60.6516524,Rosario,Abasto,"2040, Italia, Paseo Pellegrini, Abasto, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2000, Argentina"
Almafuerte,1342,-32.8521082,-60.7033183,Granadero Baigorria,Los Pinos,"Almafuerte, Los Pinos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Díaz Vélez,1153,-32.8590072,-60.7220801,Granadero Baigorria,San Miguel,"1153, Díaz Vélez bis, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Jorge Newbery,1314,-32.8564531,-60.7245748,Granadero Baigorria,No especificado,"1314, Jorge Newbery, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 11,2247,-32.8502273,-60.7115065,Granadero Baigorria,Los Robles,"2247, Calle 11, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Dr. Agote,2570,-32.8485035,-60.7216418,Granadero Baigorria,No especificado,"Luis Agote, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Santa Fe,1374,-32.8618045,-60.7110441,Granadero Baigorria,San Miguel,"Avenida Santa Fe, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Moreno,3590,-32.8633748,-60.7052683,Granadero Baigorria,Centro,"Moreno, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Namuncurá,796,-32.8547775,-60.716095,Granadero Baigorria,No especificado,"Namuncurá, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Baterías,1074,-32.9644924,-60.6616817,Rosario,Jorge Cura,"Brachetta Baterías, 2427, Bulevar 27 de Febrero, Jorge Cura, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
Calle 6,2343,-32.847966,-60.7076024,Granadero Baigorria,Los Robles,"2343, Crucero General Belgrano, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Eva Perón,678,-32.8584048,-60.7151687,Granadero Baigorria,San Miguel,"678, Eva Perón, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Malvinas,2143,-32.8437458,-60.7112072,Granadero Baigorria,Los Robles,"Malvinas Argentinas, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Montevideo,1396,-32.8630511,-60.7285633,Granadero Baigorria,Nuestra Señora de La Paz,"Montevideo, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Montevideo,1222,-32.8630511,-60.7285633,Granadero Baigorria,Nuestra Señora de La Paz,"Montevideo, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Vicente López,554,-32.8636104,-60.7113622,Granadero Baigorria,San Miguel,"554, Vicente López, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Jujuy,1815,-32.8376724,-60.7047243,Granadero Baigorria,Santa Rita,"Jujuy Pasage, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Las Piedras,258,-32.8684829,-60.7050892,Granadero Baigorria,Correo,"Las Piedras, Correo, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 9,2611,-32.8436991,-60.711635,Granadero Baigorria,Los Robles,"2611, Calle 9, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 6,2348,-32.8478831,-60.7076273,Granadero Baigorria,Los Robles,"2348, Crucero General Belgrano, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Los Andes,3361,-32.8379432,-60.7173752,Granadero Baigorria,Los Robles,"3361, Los Andes, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Maipú,1969,-32.9608504,-60.6388304,Rosario,República de la Sexta,"1969, Maipú, República de la Sexta, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2000, Argentina"
Liniers,2361,-32.8511464,-60.7181718,Granadero Baigorria,No especificado,"2361, Liniers, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Liniers,2280,-32.8517195,-60.7179968,Granadero Baigorria,No especificado,"2280, Liniers, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Buenos Aires,1260,-32.8600936,-60.7095287,Granadero Baigorria,Centro,"1260, Avenida Buenos Aires, Centro, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Charcas,1122,-32.862826,-60.7188991,Granadero Baigorria,San Miguel,"1122, Charcas, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Las Heras,1052,-32.8632399,-60.7197188,Granadero Baigorria,San Miguel,"1052, Las Heras, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
José Hernández,1990,-32.8552991,-60.7223327,Granadero Baigorria,No especificado,"1990, José Hernández, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
José Hernández,2027,-32.8548543,-60.7224465,Granadero Baigorria,No especificado,"2027, José Hernández, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
San Martín,1399,-32.8711247,-60.6996508,Rosario,La Florida,"Avenida José de San Martín, La Florida, Celedonio Escalada, Distrito Norte, Rosario, Municipio de Rosario, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
Bogado,3453,-32.9123062,-60.8600892,Funes,Zona 8,"Coronel Félix Bogado, Santa Isabel 4, Zona 8, Funes, Municipio de Funes, Gran Rosario, Departamento Rosario, Santa Fe, S2132, Argentina"
Roca,1653,-32.8382514,-60.7037792,Granadero Baigorria,Santa Rita,"Julio A. Roca, Santa Rita, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Maipú,3590,-32.9793079,-60.6435824,Rosario,General San Martín,"3590, Maipú, General San Martín, Distrito Sur, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2001, Argentina"
Bogado,3204,-32.9257585,-60.6875428,Rosario,Islas Malvinas,"Pasaje Bogado, Islas Malvinas, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
Mansilla,779,-32.8515018,-60.7179181,Granadero Baigorria,No especificado,"Lucio V. Mansilla, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Estanislao López,1639,-32.8577247,-60.7202018,Granadero Baigorria,No especificado,"1639, Estanislao López, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Sarmiento,1374,-32.8586689,-60.6994819,Granadero Baigorria,El Paraíso,"Sarmiento, El Paraíso, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 1,362,-32.850047,-60.7128305,Granadero Baigorria,Los Robles,"362, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 12,2607,-32.8474934,-60.713347,Granadero Baigorria,Los Robles,"Calle 12, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 10,2540,-32.8450752,-60.7121262,Granadero Baigorria,Los Robles,"2540, Calle 10, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Eva Perón,1428,-32.858654,-60.7204112,Granadero Baigorria,San Miguel,"Eva Perón, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Pino,978,-32.7306295,-60.7457344,San Lorenzo,El Pino,"El Pino, San Lorenzo, Municipio de San Lorenzo, Gran Rosario, Departamento San Lorenzo, Santa Fe, Argentina"
Paso,827,-32.9192055,-60.6755451,Rosario,Lisandro de la Torre,"827, Avenida Juan José Paso, Lisandro de la Torre, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
Callao,1476,-32.8596591,-60.7233131,Granadero Baigorria,San Miguel,"1476, Callao, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Francia,977,-32.8602312,-60.7193781,Granadero Baigorria,San Miguel,"Pasaje Francia, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Catamarca,971,-32.8619512,-60.6988861,Granadero Baigorria,Los Naranjos,"971, Catamarca, Los Naranjos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Silvestre Begnis,763,-32.8508863,-60.7189077,Granadero Baigorria,No especificado,"763, Avenida Silvestre Begnis, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 12,2472,-32.846791,-60.7134511,Granadero Baigorria,Los Robles,"2472, Calle 12, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Liniers,1787,-32.8560173,-60.7164443,Granadero Baigorria,No especificado,"1787, Liniers, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
La Plata,791,-32.7776117,-60.7398891,Fray Luis Beltrán,Granaderos,"La Plata, Granaderos, Fray Luis Beltrán, Municipio de Fray Luis Beltrán, Gran Rosario, Departamento San Lorenzo, Santa Fe, 2156, Argentina"
Liniers,1820,-32.8555826,-60.7164921,Granadero Baigorria,No especificado,"1820, Liniers, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Estanislao López,2182,-32.8528666,-60.7218603,Granadero Baigorria,No especificado,"2182, Estanislao López, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Eva Perón,1377,-32.858654,-60.7204112,Granadero Baigorria,San Miguel,"Eva Perón, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 1,362,-32.850047,-60.7128305,Granadero Baigorria,Los Robles,"362, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Ancón,1670,-32.9685081,-60.6886913,Rosario,Bella Vista,"Pasaje Ancon, La Banana, Bella Vista, Distrito Oeste, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
Dorrego,3391,-32.8374131,-60.7128215,Granadero Baigorria,Los Robles,"3391, Coronel Dorrego, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Los Aromos,2841,-32.86326,-60.6922996,Granadero Baigorria,Los Naranjos,"Los Aromos, Los Naranjos, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Asunción,77,-32.8636147,-60.7269704,Granadero Baigorria,Nuestra Señora de La Paz,"Asunción, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Antartida,1365,-32.8430598,-60.7106934,Granadero Baigorria,Los Robles,"Antartida Argentina, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
San Martin,1348,-32.8711247,-60.6996508,Rosario,La Florida,"Avenida José de San Martín, La Florida, Celedonio Escalada, Distrito Norte, Rosario, Municipio de Rosario, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
Los Cedros,549,-32.8672751,-60.7296972,Ibarlucea,Autostrada,"549, Los Cedros, Autostrada, Ybarlucea, Municipio de Ybarlucea, Gran Rosario, Departamento Rosario, Santa Fe, S2142, Argentina"
Montevideo,1178,-32.8630511,-60.7285633,Granadero Baigorria,Nuestra Señora de La Paz,"Montevideo, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Silvestre,1283,-32.8515544,-60.7355108,Granadero Baigorria,No especificado,"Avenida Silvestre Begnis, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Los Alamos,8104,-32.868661,-60.7298013,Ibarlucea,Autostrada,"8104, Los Álamos, Autostrada, Ybarlucea, Municipio de Ybarlucea, Gran Rosario, Departamento Rosario, Santa Fe, S2142, Argentina"
Colon,2805,-32.8424253,-60.7106037,Granadero Baigorria,Los Robles,"2805, Cristobal Colón, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Las Heras,2895,-32.8625197,-60.716599,Granadero Baigorria,San Miguel,"Las Heras, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Pancho Ramirez,693,-32.8541454,-60.7169164,Granadero Baigorria,No especificado,"693, Pancho Ramírez, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Santa Fe,1374,-32.8618045,-60.7110441,Granadero Baigorria,San Miguel,"Avenida Santa Fe, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Colombres,725,-32.9365823,-60.7293922,Rosario,Antártida Argentina,"725, José Colombres, Antártida Argentina, Distrito Noroeste, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
Junin,1830,-32.8561639,-60.7191604,Granadero Baigorria,No especificado,"1830, Junín, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 362,4100,-32.850047,-60.7128305,Granadero Baigorria,Los Robles,"362, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Suipacha,1300,-32.8621824,-60.7208341,Granadero Baigorria,San Miguel,"Suipacha, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Eva Peron,1405,-32.8590438,-60.730488,Granadero Baigorria,No especificado,"Eva Perón, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Asuncion,955,-32.8636147,-60.7269704,Granadero Baigorria,Nuestra Señora de La Paz,"Asunción, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Jorge Newbery,1345,-32.8564742,-60.7252016,Granadero Baigorria,No especificado,"1345, Jorge Newbery, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Catriel,824,-32.8562062,-60.7183004,Granadero Baigorria,No especificado,"824, Catriel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Maipu,1806,-32.9590754,-60.6385655,Rosario,República de la Sexta,"1806, Maipú, Paseo Pellegrini, República de la Sexta, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, 2000, Argentina"
Mayo,1806,-32.8712845,-60.6989572,Granadero Baigorria,La Florida,"25 de Mayo, La Florida, Celedonio Escalada, Distrito Norte, Rosario, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Pasaje B,409,-32.8365253,-60.7062643,Granadero Baigorria,No especificado,"Pasaje Pasteur, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Los Alerces,1117,-32.8501629,-60.7188567,Granadero Baigorria,No especificado,"Los Alerces, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Montevideo,1399,-32.8630511,-60.7285633,Granadero Baigorria,Nuestra Señora de La Paz,"Montevideo, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Las Acacias,8170,-32.8668416,-60.7285968,Ibarlucea,Autostrada,"8170, Las Acacias, Autostrada, Ybarlucea, Municipio de Ybarlucea, Gran Rosario, Departamento Rosario, Santa Fe, S2142, Argentina"
Montevideo,1388,-32.8630511,-60.7285633,Granadero Baigorria,Nuestra Señora de La Paz,"Montevideo, Nuestra Señora de La Paz, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Catriel,824,-32.8562062,-60.7183004,Granadero Baigorria,No especificado,"824, Catriel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 1,362,-32.850047,-60.7128305,Granadero Baigorria,Los Robles,"362, Intendente Sorigotti, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Pasco,709,-32.860983,-60.7149073,Granadero Baigorria,San Miguel,"709, Pasco, San Miguel, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Los Álamos,8268,-32.8685874,-60.7277147,Ibarlucea,Autostrada,"8268, Los Álamos, Autostrada, Ybarlucea, Municipio de Ybarlucea, Gran Rosario, Departamento Rosario, Santa Fe, S2142, Argentina"
Punta Lara,625,-32.8862478,-60.6933569,Rosario,Alberdi,"625, Punta Lara, Alberdi, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
Punta Lara,642,-32.8861363,-60.6936594,Rosario,Alberdi,"642, Punta Lara, Alberdi, Distrito Norte, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, Santa Fe, S2000, Argentina"
La Cautiva,1363,-32.854526,-60.712589,Granadero Baigorria,Bon Vivant,"La Cautiva, Bon Vivant, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
Calle 7,2324,-32.8485076,-60.7083461,Granadero Baigorria,Los Robles,"2324, Calle 7, Bon Vivant, Los Robles, Granadero Baigorria, Municipio de Granadero Baigorria, Gran Rosario, Departamento Rosario, Santa Fe, 2152, Argentina"
